dokument_kod	dokument_plik	dokument_tytul	url_stabilny	poziom	glebokosc	kolejnosc	sekcja_tytul	anchor	anchor_status	deep_link
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	106	1. Flota cieni — od obejścia do instytucji	flota-cieni	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#flota-cieni
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	107	2. Nowy poziom: budowa mocy pod sankcjami	budowa-pod-sankcjami	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#budowa-pod-sankcjami
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	108	3. Kontradaptacja: sankcje kinetyczne	sankcje-kinetyczne	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#sankcje-kinetyczne
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	109	4. Pozostałe adaptacje	pozostale-adaptacje	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#pozostale-adaptacje
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	110	5. Cena każdej adaptacji	cena-adaptacji	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#cena-adaptacji
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	111	6. Dlaczego to wzmacnia tezę, a nie osłabia	dlaczego-to-wzmacnia-teze	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#dlaczego-to-wzmacnia-teze
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H2	2	112	XV. Bankowość — najkrótszy zapalnik	bankowosc	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#bankowosc
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	113	1. Formalnie kryzys już trwa	formalnie-juz-kryzys	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#formalnie-juz-kryzys
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	114	2. Maskowanie przez restrukturyzację	maskowanie	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#maskowanie
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	115	3. Marketplace'y jako przyspiesznik	marketplace-przyspiesznik	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#marketplace-przyspiesznik
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	116	4. Ucieczka gotówki i niespłacalność	ucieczka-gotowki	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#ucieczka-gotowki
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	117	5. Dlaczego to najkrótszy zapalnik	dlaczego-najkrotszy	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#dlaczego-najkrotszy
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H2	2	118	XVI. Zima 2026/27 — zbieg wektorów	zima	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#zima
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	119	1. Kalendarz zbieżności	kalendarz-zbieznosci	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#kalendarz-zbieznosci
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	120	2. Ciepłownictwo — zużycie 70% przy budżecie ciętym 2,3 raza	cieplownictwo	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#cieplownictwo
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	121	3. Przyznanie wpisane w dokument rządowy	przyznanie-w-dokumencie	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#przyznanie-w-dokumencie
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	122	4. Dlaczego splot mnoży, a nie sumuje	dlaczego-splot-mnozy	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#dlaczego-splot-mnozy
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	123	5. Co musiałoby pójść dobrze	co-musialoby-pojsc-dobrze	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#co-musialoby-pojsc-dobrze
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H2	2	124	XVII. Tryb wojenny i cofnięcie się w czasie	tryb-wojenny	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#tryb-wojenny
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	125	1. Co tryb wojenny faktycznie rozwiązuje	co-tryb-rozwiazuje	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#co-tryb-rozwiazuje
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	126	2. Drzwi zamknięto przed decyzją	drzwi-zamkniete	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#drzwi-zamkniete
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	127	3. Czego nie ma: dostaw sojuszniczych	brak-lend-lease	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#brak-lend-lease
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	128	4. Trzy warstwy czasowe jednej gospodarki	trzy-warstwy-czasowe	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#trzy-warstwy-czasowe
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	129	5. Przymus nowoczesny, produkcja archaiczna	przymus-nowoczesny	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#przymus-nowoczesny
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H2	2	130	XVIII. Inwentarz opcji — co Rosji zostaje	inwentarz-opcji	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#inwentarz-opcji
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	131	1. Opcje pozorne	opcje-puste	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#opcje-puste
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	132	2. Opcje realne	opcje-realne	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#opcje-realne
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	133	3. Pieniądz przestał być wiązaniem	pieniadz-nie-jest-wiazaniem	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#pieniadz-nie-jest-wiazaniem
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H2	2	134	XIX. Co jeszcze może spłonąć	co-jeszcze-splonie	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#co-jeszcze-splonie
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H2	2	135	XX. Granica analizy materialnej	granica-materii	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#granica-materii
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	136	1. Założenie wypowiedziane wprost	zalozenie-jawne	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#zalozenie-jawne
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	137	2. Materia daje warunki, sens daje moment	warunki-i-moment	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#warunki-i-moment
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	138	3. Asymetria symboliczna	asymetria-symboliczna	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#asymetria-symboliczna
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H6	6	139	o uzasadnieniach moralnych	uwaga-o-moralnosci	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#uwaga-o-moralnosci
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	140	4. Cele symboliczne — inna logika	cele-symboliczne	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#cele-symboliczne
A4	a4_lipiec-2026-przejscie-na-hurt-v20_11-2026-08-01.html	lipiec 2026. przejscie na hurt — v20.11	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/	H3	3	141	5. Czego ten dokument nie mierzy	czego-ten-dokument-nie-mierzy	OK	https://maciektora-hue.github.io/rosja/przejscie-na-hurt/#czego-ten-dokument-nie-mierzy
A5	a5_ZAMROZONE-audyt-2rewizje-v03_00-2026-06-23-anchory.html	ZAMROZONE · audyt kolumbryny — dwie rewizje · v03.00	https://maciektora-hue.github.io/rosja/audyt/	H1	1	1	Kolumbryna kontra rzeczywistość — dwie rewizje	kolumbryna-kontra-rzeczywistosc	OK	https://maciektora-hue.github.io/rosja/audyt/#kolumbryna-kontra-rzeczywistosc
A5	a5_ZAMROZONE-audyt-2rewizje-v03_00-2026-06-23-anchory.html	ZAMROZONE · audyt kolumbryny — dwie rewizje · v03.00	https://maciektora-hue.github.io/rosja/audyt/	H2	2	2	Jak czytać	jak-czytac	OK	https://maciektora-hue.github.io/rosja/audyt/#jak-czytac
A5	a5_ZAMROZONE-audyt-2rewizje-v03_00-2026-06-23-anchory.html	ZAMROZONE · audyt kolumbryny — dwie rewizje · v03.00	https://maciektora-hue.github.io/rosja/audyt/	H2	2	3	Licznik rewizji	licznik-rewizji	OK	https://maciektora-hue.github.io/rosja/audyt/#licznik-rewizji
A5	a5_ZAMROZONE-audyt-2rewizje-v03_00-2026-06-23-anchory.html	ZAMROZONE · audyt kolumbryny — dwie rewizje · v03.00	https://maciektora-hue.github.io/rosja/audyt/	H2	2	4	24 nosorożce — stan na 31.05	nosorozce-stan-31-05	OK	https://maciektora-hue.github.io/rosja/audyt/#nosorozce-stan-31-05
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H1	1	1	Zapas kontra strumień	tytul	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#tytul
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H2	2	2	Część I — Materia: układ paliwowy Rosji	czesc-materia	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#czesc-materia
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H3	3	3	1. Uderzenie 28.06 — trzy obiekty, skala zweryfikowana	uderzenie-2806	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#uderzenie-2806
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H3	3	4	2. Moce nominalne kontra faktyczny przerób	moce-nominalne	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#moce-nominalne
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H3	3	5	3. Piętnaście największych rafinerii — udział nominalny	top-rafinerie	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#top-rafinerie
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H3	3	6	4. Bilans per-produkt i asymetria buforów	bilans-produktow	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#bilans-produktow
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H3	3	7	5. Zapasy magazynowe — flow kontra stock	zapasy-magazynowe	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#zapasy-magazynowe
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H3	3	8	6. Drabina zakazów i sprzężenie współproduktów	drabina-zakazow	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#drabina-zakazow
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H6	6	9	"Zawory ciśnienia i „dziura w ziemi"""	dziura-w-ziemi	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#dziura-w-ziemi
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H3	3	10	7. Offline ≈ slack — zmiana fazy	offline-slack	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#offline-slack
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H3	3	11	8. Poziomy kreski i popyt stłumiony	poziomy-kreski	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#poziomy-kreski
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H3	3	12	9. Cebula transportowa — cztery warstwy	cebula-transportowa	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#cebula-transportowa
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H2	2	13	Część II — Strategia: pułapka jedynego decydenta	czesc-strategia	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#czesc-strategia
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H3	3	14	1. Cztery osie zapas kontra strumień	cztery-osie	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#cztery-osie
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H3	3	15	2. Odczyt przez absencję	odczyt-absencja	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#odczyt-absencja
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H3	3	16	3. Generałowie i urojony obraz	generalowie	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#generalowie
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H3	3	17	4. Zablokowana elita — inaczej niż 2010/2019	zablokowana-elita	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#zablokowana-elita
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H3	3	18	5. Szachmat — freeze zamknięty od strony Rosji	szachmat	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#szachmat
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H3	3	19	6. Załamanie ramy — Rosja = Putin	rosja-rowna-putin	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#rosja-rowna-putin
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H3	3	20	7. Gambit NATO i casus belli	gambit-nato	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#gambit-nato
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H4	4	21	Miękkie lądowanie — struktura, nie życzenie	miekkie-ladowanie	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#miekkie-ladowanie
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H4	4	22	Casus belli — Polska 1939 (model Gliwice)	casus-belli-polska	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#casus-belli-polska
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H3	3	23	8. Paradoks zapędzenia	paradoks-zapedzenia	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#paradoks-zapedzenia
A6	a6_ZAMROZONE-zapas-kontra-strumien-v02_00-2026-07-03.html	ZAMROZONE · zapas kontra strumień · v02.00	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/	H3	3	24	9. Advocatus diaboli — zebrane zawiasy	advocatus-zebrany	OK	https://maciektora-hue.github.io/rosja/zapas-kontra-strumien/#advocatus-zebrany
A7	a7_ZAMROZONE-jak-koncza-sie-panstwa-v02_00-2026-06-28.html	ZAMROZONE · jak koncza sie panstwa · v02.00	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/	H1	1	1	jak kończą się państwa — fenomenologia, typologia, rachunek rosyjski	jak-koncza-sie-panstwa	OK	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/#jak-koncza-sie-panstwa
A7	a7_ZAMROZONE-jak-koncza-sie-panstwa-v02_00-2026-06-28.html	ZAMROZONE · jak koncza sie panstwa · v02.00	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/	H2	2	2	I. Ramy — fenomenologia, nie etiologia	ramy	OK	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/#ramy
A7	a7_ZAMROZONE-jak-koncza-sie-panstwa-v02_00-2026-06-28.html	ZAMROZONE · jak koncza sie panstwa · v02.00	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/	H2	2	3	II. Jak wyglądał upadek III Rzeszy	iii-rzesza	OK	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/#iii-rzesza
A7	a7_ZAMROZONE-jak-koncza-sie-panstwa-v02_00-2026-06-28.html	ZAMROZONE · jak koncza sie panstwa · v02.00	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/	H3	3	4	Dziesięć markerów	rzesza-markery	OK	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/#rzesza-markery
A7	a7_ZAMROZONE-jak-koncza-sie-panstwa-v02_00-2026-06-28.html	ZAMROZONE · jak koncza sie panstwa · v02.00	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/	H3	3	5	Dwa bieguny — 1945 vs 1918	rzesza-bieguny	OK	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/#rzesza-bieguny
A7	a7_ZAMROZONE-jak-koncza-sie-panstwa-v02_00-2026-06-28.html	ZAMROZONE · jak koncza sie panstwa · v02.00	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/	H2	2	6	III. Typologia trybów końca państwa	typologia	OK	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/#typologia
A7	a7_ZAMROZONE-jak-koncza-sie-panstwa-v02_00-2026-06-28.html	ZAMROZONE · jak koncza sie panstwa · v02.00	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/	H3	3	7	Osiem trybów	osiem-trybow	OK	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/#osiem-trybow
A7	a7_ZAMROZONE-jak-koncza-sie-panstwa-v02_00-2026-06-28.html	ZAMROZONE · jak koncza sie panstwa · v02.00	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/	H3	3	8	Wzorzec poprzeczny — śmierć i odrodzenie z rdzenia	dwustopniowy	OK	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/#dwustopniowy
A7	a7_ZAMROZONE-jak-koncza-sie-panstwa-v02_00-2026-06-28.html	ZAMROZONE · jak koncza sie panstwa · v02.00	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/	H3	3	9	Osie rozróżniające	osie	OK	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/#osie
A7	a7_ZAMROZONE-jak-koncza-sie-panstwa-v02_00-2026-06-28.html	ZAMROZONE · jak koncza sie panstwa · v02.00	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/	H2	2	10	IV. Filtr rosyjski	filtr-rosyjski	OK	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/#filtr-rosyjski
A7	a7_ZAMROZONE-jak-koncza-sie-panstwa-v02_00-2026-06-28.html	ZAMROZONE · jak koncza sie panstwa · v02.00	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/	H3	3	11	Które tryby odpadają	ktore-odpadaja	OK	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/#ktore-odpadaja
A7	a7_ZAMROZONE-jak-koncza-sie-panstwa-v02_00-2026-06-28.html	ZAMROZONE · jak koncza sie panstwa · v02.00	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/	H3	3	12	Dwa silniki samorozwiązania — ZSRR vs Austro-Węgry	dwa-silniki	OK	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/#dwa-silniki
A7	a7_ZAMROZONE-jak-koncza-sie-panstwa-v02_00-2026-06-28.html	ZAMROZONE · jak koncza sie panstwa · v02.00	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/	H3	3	13	Liczba 1,1 mln — armia frontu vs aparat trzymania	liczba-armii	OK	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/#liczba-armii
A7	a7_ZAMROZONE-jak-koncza-sie-panstwa-v02_00-2026-06-28.html	ZAMROZONE · jak koncza sie panstwa · v02.00	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/	H3	3	14	Monopol na przemoc jako przekonanie o sobie	monopol-przekonanie	OK	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/#monopol-przekonanie
A7	a7_ZAMROZONE-jak-koncza-sie-panstwa-v02_00-2026-06-28.html	ZAMROZONE · jak koncza sie panstwa · v02.00	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/	H2	2	15	V. Hierarchia zewnętrzna — z patrona w klienta	hierarchia	OK	https://maciektora-hue.github.io/rosja/jak-koncza-sie-panstwa/#hierarchia
